name	course	minutes	n_steps	ingredients	n_ingredients	calories	total_fat	sugar	sodium	protein	saturated_fat	carbohydrates	num_reviews	mean_rating	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_gluten	has_noodle	has_pungent	has_nut	has_coconut	has_chocolate	has_coffee	has_seed	has_avocado	has_oil	has_olive	has_smoke	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_tapioca	has_potato	has_bulb	has_sprout	has_artichoke	has_herb	has_green	has_cabbage	has_lettuce	has_seaweed	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_melon	has_cucumber	has_plantain	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
banana bread lightened up spelt vegan	6	65	5	['bananas', 'lemon juice', 'canola oil', 'applesauce', 'sugar', 'dates', 'spelt flour', 'oat bran', 'sea salt', 'baking powder', 'baking soda']	11	156	9	76	8	2	2	9	4	4.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
banana nut granola	8	155	7	['dates', 'water', 'bananas', 'vanilla', 'salt', 'rolled oats', 'nuts']	7	520.6	24	77	20	34	11	27	7	4.29	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
banana nut muffins vegan	6	30	4	['whole wheat flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'oat bran', 'walnuts', 'bananas', 'canola oil', 'vanilla extract', 'almond milk']	11	196.1	15	44	9	7	4	9	8	5	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
banana walnut vegan yummy pancakes	6	25	11	['whole wheat flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'soymilk', 'vinegar', 'canola oil', 'vanilla', 'bananas', 'walnuts']	11	550	32	80	27	32	10	27	6	4.83	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
banana cashew melt	8	5	5	['whole wheat bread', 'banana', 'smooth cashew butter', 'cinnamon']	4	227.7	4	61	12	13	3	16	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
banana raisin trail mix	10	5	5	['raisins', 'banana chips', 'unsalted dry roasted peanuts', 'dried fruit']	4	417.4	31	98	0	17	13	19	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
banana wheat germ muffins vegan	6	42	10	['soymilk', 'apple cider vinegar', 'bananas', 'canola oil', 'evaporated cane juice', 'pure vanilla extract', 'whole wheat pastry flour', 'wheat germ', 'cinnamon', 'baking powder', 'salt']	11	153.4	11	13	7	8	3	6	5	3.8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
bananas foster oatmeal	8	8	6	['rolled oats', 'rum extract', 'water', 'banana', 'salt', 'splenda sugar substitute', 'sugar']	7	263.6	4	60	0	15	2	18	5	4.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
barbara s chinese noodle salad	2	20	8	['vermicelli', 'soy sauce', 'sesame oil', 'rice vinegar', 'hot chili oil', 'white sugar', 'sesame seeds', 'green onion', 'carrot']	9	571.6	39	49	56	30	18	24	12	4.25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
barbari a persian bread	6	150	17	['bread flour', 'water', 'baking powder', 'active dry yeast', 'salt', 'sugar', 'cornmeal', 'poppy seeds', 'flour', 'baking soda']	10	136.5	0	3	13	9	0	9	3	5	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
barbecue tofu	1	45	9	['firm tofu', 'no-added-salt tomato paste', 'blackstrap molasses', 'water', 'tamari', 'balsamic vinegar', 'olive oil', 'dry mustard', 'onion powder', 'ground cinnamon', 'cayenne', 'black pepper']	12	103.6	7	21	13	16	4	2	3	4.33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
barbecued asparagus	2	10	4	['fresh asparagus', 'olive oil', 'salt and black pepper', 'lime juice']	4	82.7	10	8	0	5	4	1	7	4.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
barbecued peanuts	3	25	5	['dry-roasted unsalted peanuts', 'barbecue sauce', 'onion salt']	3	874.9	112	28	9	70	50	11	5	4.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
barbecued tempeh	1	65	10	['tempeh', 'olive oil', 'yellow onion', 'garlic clove', 'fresh ginger', 'crushed tomatoes', 'unsulphured molasses', 'dijon mustard', 'tamari', 'rice vinegar', 'cayenne']	11	391.1	30	50	39	49	17	12	18	4.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
barbecued yams	2	25	7	['yams', 'maple syrup']	2	210.3	0	50	0	4	0	17	3	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
barking cauliflower	2	22	6	['cauliflower', 'white bread', 'dried thyme', 'dried basil', 'dried marjoram', 'salt', 'pepper', 'olive oil', 'garlic']	9	87.6	7	11	12	6	3	3	19	3.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
barley florentine	1	30	3	['vegetable stock', 'barley', 'basil', 'onion powder', 'fresh spinach', 'fresh lemon juice', 'nutmeg']	7	166.4	1	2	0	12	1	11	4	3.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
barley morocco	1	95	14	['pearl barley', 'olive oil', 'onion', 'celery', 'garlic', 'carrots', 'zucchini', 'green pepper', 'broccoli floret', 'garbanzo beans', 'vegetable broth', 'soy sauce', 'lemon juice', 'ground coriander', 'ground ginger', 'cayenne pepper', 'cornstarch', 'cilantro']	18	623.6	7	18	15	37	4	43	12	4.25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0
barley soup with root vegetables	4	40	11	['olive oil', 'leeks', 'garlic cloves', 'pearl barley', 'vegetable bouillon cubes', 'carrots', 'celery root', 'fresh dill', 'lemon juice']	9	76.2	3	10	0	3	1	4	5	4.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
barley vegetable soup	4	135	8	['pearl barley', 'vegetable stock', 'canola oil', 'onions', 'carrot', 'celery', 'mushroom', 'salt', 'fresh parsley']	9	160.9	7	13	1	7	2	8	17	4.65	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
barley pine nut casserole	1	495	4	['pearl barley', 'v8 vegetable juice', 'salt', 'pepper', 'celery ribs', 'bell pepper', 'onion', 'vegetable broth', 'green onions', 'pine nuts']	10	220.4	8	20	18	12	2	13	5	4.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
basic bbq rub		5	2	['kosher salt', 'granulated sugar', 'dark brown sugar', 'dried ancho chile powder', 'sweet hungarian paprika', 'cumin', 'msg', 'onion powder', 'garlic powder']	9	390.5	5	316	1171	8	2	31	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
basic bbq sauce	7	25	3	['ketchup', 'yellow mustard', 'dark brown sugar', 'cider vinegar', 'black pepper', 'salt']	6	86.8	4	43	43	6	0	4	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
basic but beautiful sourdough bread	6	185	15	['sourdough starter', 'unbleached flour', 'olive oil', 'sugar', 'salt']	5	834.4	23	35	97	38	10	50	4	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic homemade tahini	7	10	4	['sesame seeds', 'extra virgin olive oil', 'sea salt']	3	651.2	96	0	24	25	43	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic machine french bread	6	195	4	['water', 'flour', 'salt', 'dry yeast']	4	154.4	0	0	12	9	0	10	179	4.64	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic marinated and baked tofu	1	50	9	['tofu', 'soy sauce', 'rice vinegar', 'sesame oil']	4	280.2	33	8	84	37	15	2	14	4.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
basic rotis or chappatis	6	35	17	['whole wheat flour', 'water']	2	68	0	0	0	5	0	4	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic scrambled tempeh	8	20	8	['olive oil', 'tempeh', 'red bell pepper', 'red onion', 'garlic cloves', 'dried thyme', 'salt', 'fresh black pepper', 'swiss chard']	9	330.1	34	8	6	43	19	5	4	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
basic seitan chicken flavor	1	60	10	['vital wheat gluten flour', 'water', 'nutritional yeast', 'soy sauce', 'onion powder', 'sage', 'dried thyme', 'salt', 'celery seeds']	9	99.9	1	1	33	33	0	2	3	3.33	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic taco fajita seasoning		5	1	['chili powder', 'cumin', 'black pepper', 'salt', 'paprika', 'dried oregano', 'garlic powder', 'onion powder', 'crushed red pepper flakes']	9	6.2	0	0	12	0	0	0	21	4.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic whole wheat bread	6	290	18	['water', 'dry yeast', 'whole wheat flour', 'salt', 'oil']	5	1655.1	38	7	121	120	18	108	21	4.33	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basil tomato salad	5	5	4	['tomatoes', 'basil leaves', 'olive oil', 'fresh ground black pepper', 'sea salt']	5	53.2	5	13	0	2	2	1	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
basil fried rice	2	25	7	['oil', 'garlic', 'red chilies', 'fresh mushrooms', 'onion', 'cooked rice', 'green bell pepper', 'long beans', 'soy sauce', 'basil']	10	222.6	11	9	31	11	5	11	4	3.75	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
basil oil	7	5	5	['virgin olive oil', 'fresh basil']	2	4055.1	704	0	0	2	316	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basil pistachio pesto raw recipe	7	5	1	['basil leaves', 'pistachios', 'extra virgin olive oil', 'sea salt', 'fresh ground black pepper']	5	550.9	84	10	48	17	36	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basil vinaigrette dressing	7	6	2	['red wine vinegar', 'granulated sugar', 'fresh basil leaf', 'shallots', 'garlic cloves', 'fresh ground pepper', 'salt', 'vegetable oil']	8	399.6	62	25	6	1	26	2	13	4.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
basil tofu ricotta non dairy		10	7	['firm tofu', 'lemon juice', 'garlic clove', 'salt', 'fresh black pepper', 'fresh basil leaves', 'olive oil', 'nutritional yeast']	8	280.7	24	6	13	56	14	4	5	4.6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
basmati and nut pilaf	1	55	14	['basmati rice', 'onion', 'garlic', 'carrot', 'sunflower oil', 'cumin seeds', 'ground coriander', 'cardamom pods', 'vegetable stock', 'bay leaf', 'unsalted nuts', 'parsley', 'salt and pepper']	13	267.6	8	9	0	10	4	16	5	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
batata vada potato balls in a gram flour crust	3	45	14	['potatoes', 'ginger', 'garlic', 'mustard seeds', 'turmeric powder', 'fresh cilantro', 'asafoetida powder', 'salt', 'besan', 'chili powder', 'ground cumin', 'baking soda', 'water', 'oil']	14	128.7	1	8	2	9	0	8	3	4.67	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baton twirling s slow cooker split pea soup	4	620	10	['reserved juices', 'split peas', 'carrots', 'celery', 'onion', 'dried thyme leaves', 'pepper', 'cottage roll', 'salt and pepper']	9	141	0	18	1	18	0	8	3	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
bbq skewered veggies	2	30	6	['cherry tomatoes', 'green pepper', 'button mushrooms', 'broccoli florets', 'onion', 'green onions', 'scotch bonnet peppers', 'soy sauce', 'red wine vinegar', 'vegetable oil', 'brown sugar', 'dried thyme', 'ground cloves', 'nutmeg', 'cinnamon']	15	206.9	11	69	126	18	5	9	3	4.67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0
bean and potato soup	4	0	5	['garlic', 'onion', 'celery', 'vegetable stock', 'tomatoes', 'mushrooms', 'potato', 'white beans', 'corn kernel', 'hot sauce', 'black pepper']	11	125.7	0	11	0	12	0	8	4	4.5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
bean curd with broccoli	1	66	19	['cornstarch', 'vegetable stock', 'dry sherry', 'soy sauce', 'sesame oil', 'scallion', 'vegetable oil', 'gingerroot', 'garlic cloves', 'broccoli', 'salt', 'medium firm tofu']	12	465.6	60	9	67	25	26	4	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
bean salad yes an other	5	10	1	['chipotle chile in adobo', 'jalapeno', 'garlic cloves', 'cumin', 'red pepper flakes', 'juice of lime', 'orange zest', 'fresh cilantro', 'scallions', 'salsa', 'celery', 'red bell pepper', 'black beans', 'pinto beans', 'chickpeas', 'creamed corn', 'black olives']	17	143	3	6	12	13	1	8	3	4.67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
bean sprout salad mom style	5	30	3	['bean sprouts', 'lettuce', 'green onions', 'tomatoes', 'snow peas', 'fresh mushrooms', 'vegetable oil', 'soy sauce', 'balsamic vinegar', 'garlic clove', 'sesame oil']	11	93.8	10	15	19	7	4	2	3	4.33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
beanless hummus	3	5	1	['zucchini', 'tahini', 'fresh lemon juice', 'olive oil', 'garlic cloves', 'sea salt', 'ground cumin']	7	406.4	54	9	62	19	24	6	3	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
beans rice	1	90	4	['black beans', 'frozen whole kernel corn', 'long-grain rice', 'salsa', 'v8 vegetable juice', 'oregano', 'cumin']	7	370.3	2	27	41	29	1	25	8	4.75	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
beau monde seasoning spice mix		10	2	['ground cloves', 'ground cinnamon', 'salt', 'bay leaves', 'ground allspice', 'black pepper', 'ground nutmeg', 'ground mace', 'celery seeds', 'white pepper']	10	147.2	6	3	292	8	7	10	7	2.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beet greens with caramelized onions	2	55	6	['olive oil', 'yellow onion', 'fresh thyme', 'fresh rosemary', 'garlic clove', 'salt', 'fresh black pepper', 'balsamic vinegar', 'beet leaves']	9	115.5	10	20	13	4	4	3	17	4.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
beet salad indian	5	15	3	['beets', 'sugar', 'salt', 'pepper', 'coriander', 'cumin', 'lime juice']	7	7.1	0	5	6	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
beet salad with chives salatat shamandar	5	100	5	['beets', 'garlic cloves', 'fresh cilantro', 'fresh chives', 'olive oil', 'vinegar', 'salt and pepper', 'fresh parsley']	8	74.6	7	20	2	2	3	2	4	4.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
beetroot dip beet dip	3	5	4	['beetroots', 'garlic cloves', 'lemon juice', 'extra virgin olive oil', 'ground coriander', 'ground cumin', 'sweet paprika', 'ground cinnamon', 'sea salt', 'ground black pepper']	10	0.7	0	0	0	0	0	0	7	4.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
beets in orange flavor	2	45	7	['beets', 'brown sugar', 'orange zest', 'orange juice']	4	53	0	40	2	2	0	4	6	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
beets with mustard and tarragon	5	60	9	['beets', 'coarse grain mustard', 'balsamic vinegar', 'olive oil', 'fresh tarragon', 'salt & pepper']	6	138.2	10	54	5	6	5	5	4	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
bek s black bean salsa pico de gallo	3	40	10	['tomatoes and green chilies', 'green onions', 'fresh cilantro', 'fresh lime juice', 'garlic', 'dried oregano', 'cumin', 'black beans', 'frozen corn', 'red bell pepper', 'salt']	11	144	1	3	15	16	0	9	7	4.57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0
belgian style seitan stew with dark beer	1	60	11	['olive oil', 'seitan', 'yellow onion', 'light brown sugar', 'unbleached all-purpose flour', 'dark beer', 'molasses', 'dijon mustard', 'white wine vinegar', 'dried thyme', 'bay leaf', 'vegetable stock', 'salt & freshly ground black pepper']	13	171.7	15	31	1	2	7	5	8	4.25	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
bell pepper bean stew	4	30	7	['oil', 'onion', 'garlic clove', 'red bell pepper', 'yellow bell pepper', 'tomato puree', 'cannellini beans', 'salt and pepper']	8	368.1	12	54	2	34	5	20	5	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
