name	id	n_ingredients	serving_size_g	n_servings	calories	calories_per_g	total_fat_pdv	total_fat_g	total_fat_pct	sugar_pdv	sugar_g	sugar_pct	sodium_pdv	sodium_g	sodium_pct	protein_pdv	protein_g	protein_pct	saturated_fat_pdv	saturated_fat_g	saturated_fat_pct	carbohydrates_pdv	carbohydrates_g	carbohydrates_pct	ingredients	num_reviews	mean_rating	contributor_id	course	is_main_dish	is_side_dish	is_salad	is_soup	is_appetizer	is_sauce_or_garnish	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_noodle	has_pungent	has_nut	has_seed	has_avocado	has_oil	has_olive	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_potato	has_bulb	has_sprout	has_herb	has_green	has_cabbage	has_lettuce	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_cucumber	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
fava beans supreme	10504	7	131	3	157	1.198473	3	1.95	0.0148855	16	8	0.061069	0	0.000	0.00000000	18	9	0.0687023	1	0.2	0.00152672	8	24	0.183206	['fava beans', 'lite olive oil', 'sweet onion', 'garlic cloves', 'fresh tomato', 'hot pepper flakes', 'parsley']	7	4.71	4470	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
fava beans with tomato garlic sauce	34718	10	230	8	224	0.973913	8	5.2	0.0226087	21	10.5	0.045652	2	0.048	0.00020870	22	11	0.0478261	4	0.8	0.00347826	11	33	0.143478	['fava beans', 'olive oil', 'onions', 'garlic', 'hot red pepper flakes', 'tomato sauce', 'hot water', 'fresh parsley', 'salt & pepper', 'hungarian paprika']	5	4	4470	main	y	y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
favorite croutons	92923	5	13	10	55.4	4.261538	6	3.9	0.3000000	1	0.5	0.038462	4	0.096	0.00738462	1	0.5	0.0384615	3	0.6	0.04615385	1	3	0.230769	['olive oil', 'garlic powder', 'bread', 'salt', 'basil']	18	4.89	108843	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feijoada brazilian black bean stew	309341	15	759	6	396.4	0.522266	6	3.9	0.0051383	34	17	0.022398	18	0.432	0.00056917	36	18	0.0237154	3	0.6	0.00079051	25	75	0.098814	['dried black beans', 'water', 'olive oil', 'yellow onion', 'red bell peppers', 'tomatoes', 'garlic cloves', 'red potatoes', 'carrots', 'dried thyme', 'ground cumin', 'salt', 'fresh ground black pepper', 'liquid smoke flavoring', 'fresh parsley']	3	4	199848	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
fennel and cucumber salad	57692	8	254	4	195.2	0.768504	21	13.65	0.0537402	17	8.5	0.033465	2	0.048	0.00018898	6	3	0.0118110	9	1.8	0.00708661	6	18	0.070866	['fennel', 'radishes', 'cucumbers', 'olive oil', 'juice of lemon', 'mint', 'salt and pepper', 'chives']	3	4.67	62043	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
fennel mushroom stir fry	34880	7	209	4	148.3	0.709569	16	10.4	0.0497608	9	4.5	0.021531	2	0.048	0.00022967	6	3	0.0143541	7	1.4	0.00669856	4	12	0.057416	['fennel bulb', 'lite olive oil', 'salt and pepper', 'red onion', 'red pepper', 'mushrooms', 'lemon juice']	4	4.25	4470	side		y					0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
festive black bean soup in the crock pot	238171	7	208	8	215.3	1.035096	1	0.65	0.0031250	8	4	0.019231	12	0.288	0.00138462	26	13	0.0625000	1	0.2	0.00096154	13	39	0.187500	['dried black beans', 'diced tomatoes with green chilies', 'onion', 'green bell pepper', 'garlic', 'vegetable broth', 'cajun seasoning']	9	4.33	451456	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
fettuccine with creamy avocado sauce	29814	12	244	6	351.8	1.441803	19	12.35	0.0506148	17	8.5	0.034836	17	0.408	0.00167213	21	10.5	0.0430328	10	2	0.00819672	17	51	0.209016	['tomatoes', 'avocados', 'red onion', 'garlic', 'hot chili pepper', 'juice of lime', 'fresh cilantro', 'ground cumin', 'salt', 'fresh ground pepper', 'fettuccine', 'scallions']	4	2.25	6258	main	y						0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1
fettuccini with artichoke seitan and sun dried tomato	274408	11	83	2	579	6.975904	84	54.6	0.6578313	15	7.5	0.090361	12	0.288	0.00346988	7	3.5	0.0421687	37	7.4	0.08915663	5	15	0.180723	['whole wheat fettuccine', 'seitan', 'sun-dried tomatoes', 'artichoke heart', 'garlic cloves', 'olive oil', 'white wine', 'lemon juice', 'dried basil leaves', 'dried thyme', 'black pepper']	4	4.75	360802	main	y						0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
fiddleheads with lemon	62499	6	68	4	31.1	0.457353	5	3.25	0.0477941	0	0	0	24	0.576	0.00847059	0	0	0.0000000	2	0.4	0.00588235	0	0	0.000000	['fiddleheads', 'water', 'salt', 'olive oil', 'lemon juice', 'black pepper']	4	3	12118	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
fiesta cucumber corn salad	84738	11	201	4	107.9	0.536816	1	0.65	0.0032338	33	16.5	0.08209	20	0.480	0.00238806	7	3.5	0.0174129	0	0	0.00000000	8	24	0.119403	['cucumber', 'whole kernel corn', 'stewed tomatoes', 'green bell pepper', 'red bell pepper', 'white wine vinegar', 'crushed red pepper flakes', 'garlic', 'cumin', 'fresh cilantro', 'salt and pepper']	24	4.17	94272	salad		y	y				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0
filipino eggplant aubergine adobo	134688	7	131	5	167.8	1.280916	22	14.3	0.1091603	9	4.5	0.034351	44	1.056	0.00806107	6	3	0.0229008	9	1.8	0.01374046	2	6	0.045802	['eggplants', 'salt', 'vegetable oil', 'soy sauce', 'red wine vinegar', 'garlic cloves', 'fresh ground black pepper']	12	4.67	163112	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
filling for dosa pancake	216978	16	568	2	363.9	0.640669	12	7.8	0.0137324	47	23.5	0.041373	3	0.072	0.00012676	21	10.5	0.0184859	5	1	0.00176056	22	66	0.116197	['potato', 'onions', 'green chilies', 'gingerroot', 'frozen peas', 'turmeric powder', 'salt', 'coriander leaves', 'water', 'oil', 'mustard seeds', 'asafoetida powder', 'black gram dal', 'bengal gram dal', 'dried red chili', 'curry leaves']	5	5	11176	main	y	y					0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
finger licking sesame edamame	296583	7	61	8	104.1	1.706557	9	5.85	0.0959016	0	0	0	6	0.144	0.00236066	14	7	0.1147541	3	0.6	0.00983607	2	6	0.098361	['frozen edamame', 'vegetable oil', 'sesame oil', 'fresh ginger', 'garlic', 'salt', 'sesame seeds']	16	4.88	58104	appetizer		y			y		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fire roasted tomato soup	292016	12	145	4	37.8	0.260690	0	0	0.0000000	17	8.5	0.058621	6	0.144	0.00099310	2	1	0.0068966	0	0	0.00000000	2	6	0.041379	['cooking spray', 'onion', 'celery', 'diced fire-roasted tomatoes', 'fire-roasted tomatoes', 'vegetable broth', 'oregano', 'rosemary', 'roasted garlic cloves', 'parsley', 'salt and pepper', 'sugar']	3	5	41409	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
firehouse tomato soup	18133	13	420	6	553.4	1.317619	57	37.05	0.0882143	91	45.5	0.108333	13	0.312	0.00074286	40	20	0.0476190	35	7	0.01666667	15	45	0.107143	['onions', 'garlic', 'olive oil', 'tomatoes', 'peanut butter', 'cayenne pepper', 'chili powder', 'vinegar', 'pepper', 'sugar', 'water', 'cumin', 'hot pepper sauce']	3	4.33	23302	soup	y			y			0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
fish and chip shop curry sauce	17175	9	162	6	73.6	0.454321	7	4.55	0.0280864	13	6.5	0.040123	0	0.000	0.00000000	1	0.5	0.0030864	3	0.6	0.00370370	2	6	0.037037	['onion', 'apple', 'curry powder', 'oil', 'flour', 'water', 'tomato puree', 'pepper', 'lemon juice']	13	3.23	23302	sauce_garnish						y	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
fit for a queen avocado salsa	373506	17	1528	1	572.3	0.374542	76	49.4	0.0323298	20	10	0.006545	18	0.432	0.00028272	13	6.5	0.0042539	35	7	0.00458115	11	33	0.021597	['tomatoes', 'corn kernel', 'sliced ripe olives', 'red bell pepper', 'red onion', 'garlic cloves', 'green chili peppers', 'parsley', 'olive oil', 'lemon juice', 'apple cider vinegar', 'balsamic vinegar', 'dried mexican oregano', 'ground cumin', 'salt', 'black pepper', 'avocados']	6	4.67	37449	appetizer					y		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1
five or more ingredient garlic quinoa	121064	6	195	4	171.8	0.881026	4	2.6	0.0133333	5	2.5	0.012821	6	0.144	0.00073846	12	6	0.0307692	1	0.2	0.00102564	10	30	0.153846	['sweet onions', 'fresh garlic', 'carrot', 'quinoa', 'water', 'sea salt']	46	4.5	182809	side		y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
five spice cabbage	269566	7	172	4	106	0.616279	10	6.5	0.0377907	23	11.5	0.06686	1	0.024	0.00013953	5	2.5	0.0145349	5	1	0.00581395	3	9	0.052326	['peanut oil', 'green cabbage', 'red cabbage', 'cold water', 'sesame oil', 'chinese five spice powder', 'sesame seeds']	5	4.8	29196	side		y					0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
five lentil stew panch dal	137217	15	497	4	282.2	0.567807	8	5.2	0.0104628	24	12	0.024145	25	0.600	0.00120724	32	16	0.0321932	3	0.6	0.00120724	14	42	0.084507	['channa dal', 'urad dal', 'masoor dal', 'toor dal', 'mung dal', 'water', 'turmeric', 'cayenne pepper', 'oil', 'onion', 'garlic clove', 'cumin seeds', 'garam masala', 'tomatoes', 'salt']	7	4.86	163112	main	y						0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
five spice moroccan coucous salad	428334	18	256	4	605.3	2.364453	27	17.55	0.0685547	72	36	0.140625	13	0.312	0.00121875	30	15	0.0585938	14	2.8	0.01093750	32	96	0.375000	['peanut oil', 'turmeric', 'ground cinnamon', 'ground ginger', 'ground cumin', 'cayenne pepper', 'instant couscous', 'vegetable stock', 'orange juice', 'brown sugar', 'salt', 'chickpeas', 'red onion', 'red capsicum', 'dates', 'raisins', 'fresh coriander', 'unsalted peanuts']	4	5	302689	salad			y				0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1
flash cooked greens with garlic	65735	5	158	4	63.7	0.403165	2	1.3	0.0082278	2	1	0.006329	16	0.384	0.00243038	8	4	0.0253165	0	0	0.00000000	2	6	0.037975	['fresh spinach', 'canola oil', 'garlic', 'rice wine', 'salt']	4	4.5	68460	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
flat health bread baked in oven	156106	10	60	12	109.1	1.818333	2	1.3	0.0216667	4	2	0.033333	9	0.216	0.00360000	7	3.5	0.0583333	1	0.2	0.00333333	7	21	0.350000	['wheat bran', 'whole wheat flour', 'flour', 'baking soda', 'baking powder', 'salt', 'molasses', 'oil', 'vinegar', 'water']	5	5	214855	appetizer					y		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
flax quinoa crackers gluten free	444067	6	267	1	762.5	2.855805	62	40.3	0.1509363	5	2.5	0.009363	57	1.368	0.00512360	54	27	0.1011236	18	3.6	0.01348315	26	78	0.292135	['flax seed', 'water', 'quinoa', 'sea salt', 'olive oil', 'baking powder']	4	3.25	1747478	appetizer					y		0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
florentine white bean soup with pasta	54792	11	835	6	397.3	0.475808	18	11.7	0.0140120	23	11.5	0.013772	7	0.168	0.00020120	35	17.5	0.0209581	9	1.8	0.00215569	18	54	0.064671	['dried great northern beans', 'water', 'garlic', 'celery', 'olive oil', 'onions', 'diced tomatoes', 'fresh rosemary', 'fresh sage', 'celery salt', 'tubettini pasta']	4	5	8688	soup				y			0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
fluffy white rice	400815	2	127	4	461.4	3.633071	1	0.65	0.0051181	0	0	0	0	0.000	0.00000000	17	8.5	0.0669291	1	0.2	0.00157480	33	99	0.779528	['long-grain white rice', 'rice']	5	5	1431046	side		y					0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
focaccia using bread machine for the dough	23657	8	193	4	403.4	2.090155	7	4.55	0.0235751	13	6.5	0.033679	24	0.576	0.00298446	24	12	0.0621762	3	0.6	0.00310881	25	75	0.388601	['dried yeast', 'bread flour', 'salt', 'sugar', 'rosemary', 'oregano', 'oil', 'water']	28	4.43	31558	appetizer					y		0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fool madamas	134366	5	112	8	153.1	1.366964	6	3.9	0.0348214	4	2	0.017857	6	0.144	0.00128571	13	6.5	0.0580357	2	0.4	0.00357143	7	21	0.187500	['fava beans', 'garbanzo beans', 'lemon juice', 'extra virgin olive oil', 'garlic cloves']	4	3.5	91326	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
fool nabed fava bean soup egyptian	173526	7	56	8	211.5	3.776786	14	9.1	0.1625000	9	4.5	0.080357	0	0.000	0.00000000	19	9.5	0.1696429	6	1.2	0.02142857	7	21	0.375000	['dried fava beans', 'cumin', 'garlic cloves', 'olive oil', 'lemon juice', 'fresh parsley', 'water']	3	4.67	210188	soup				y	y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
fooll mudammes fava bean egyptian breakfast	18236	8	160	4	226.3	1.414375	16	10.4	0.0650000	15	7.5	0.046875	15	0.360	0.00225000	17	8.5	0.0531250	7	1.4	0.00875000	8	24	0.150000	['oil', 'onion', 'tomato sauce', 'ground cumin', 'ground coriander', 'cayenne pepper', 'salt', 'fava beans']	12	4.83	18391	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
forbidden rice	75700	3	198	4	179	0.904040	0	0	0.0000000	0	0	0	6	0.144	0.00072727	6	3	0.0151515	0	0	0.00000000	13	39	0.196970	['black rice', 'water', 'salt']	5	3.8	6357	side		y					0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
forty clove chickpeas broccoli	447759	9	231	4	197.6	0.855411	6	3.9	0.0168831	8	4	0.017316	26	0.624	0.00270130	17	8.5	0.0367965	2	0.4	0.00173160	11	33	0.142857	['broccoli', 'garlic cloves', 'chickpeas', 'olive oil', 'salt', 'fresh ground black pepper', 'lemon zest', 'dried oregano', 'vegetable broth']	3	3.67	1356721	main	y	y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
foul mud a la alfanoose	133315	10	331	4	308.2	0.931118	8	5.2	0.0157100	18	9	0.02719	26	0.624	0.00188520	30	15	0.0453172	3	0.6	0.00181269	17	51	0.154079	['fava beans', 'chickpeas', 'tomatoes', 'red onion', 'parsley', 'juice of lemon', 'olive oil', 'garlic cloves', 'salt', 'pepper']	8	4.13	192581	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
four ingredient guacamole 1 ww point	370550	4	40	12	55.2	1.380000	7	4.55	0.1137500	1	0.5	0.0125	2	0.048	0.00120000	1	0.5	0.0125000	3	0.6	0.01500000	1	3	0.075000	['avocados', 'plum tomato', 'onions', 'salt']	6	4.83	65502	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
fragrant basmati rice with apple juice and ginger	334802	6	160	6	210.6	1.316250	2	1.3	0.0081250	37	18.5	0.115625	8	0.192	0.00120000	7	3.5	0.0218750	1	0.2	0.00125000	15	45	0.281250	['apple juice', 'water', 'salt', 'basmati rice', 'fresh ginger', 'cinnamon stick']	6	5	724631	side		y					0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fragrant rosemary zucchini	16735	7	70	4	78.6	1.122857	10	6.5	0.0928571	9	4.5	0.064286	0	0.000	0.00000000	2	1	0.0142857	5	1	0.01428571	1	3	0.042857	['garlic', 'olive oil', 'zucchini', 'fresh rosemary', 'sea salt', 'fresh ground pepper', 'white wine']	6	4.83	13063	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
french green beans sauted with mushrooms and almonds	96820	6	228	2	329.1	1.443421	38	24.7	0.1083333	21	10.5	0.046053	0	0.000	0.00000000	23	11.5	0.0504386	11	2.2	0.00964912	6	18	0.078947	['olive oil', 'garlic cloves', 'button mushrooms', 'whole almond', 'frozen french-cut green beans', 'soy sauce']	14	4.93	10033	side		y					0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
french market soup mix	4718	13	389	14	1171.4	3.011311	10	6.5	0.0167095	71	35.5	0.09126	1	0.024	0.00006170	161	80.5	0.2069409	5	1	0.00257069	68	204	0.524422	['dried navy beans', 'dried pinto bean', 'dried great northern beans', 'dried split green peas', 'dried split yellow peas', 'dried black-eyed peas', 'dried lentils', 'dried baby lima beans', 'dried large lima beans', 'dried black beans', 'dried red beans', 'dried soybeans', 'barley pearls']	3	5	1534	soup				y			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
french onion soup with browned garlic	12974	8	182	6	383.3	2.106044	3	1.95	0.0107143	19	9.5	0.052198	16	0.384	0.00210989	13	6.5	0.0357143	2	0.4	0.00219780	16	48	0.263736	['dry sherry', 'onions', 'garlic', 'whole wheat flour', 'vegetable broth', 'ground black pepper', 'salt', 'french bread']	4	4.75	21694	soup	y			y	y		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
french potato salad light	315220	9	240	2	417.9	1.741250	11	7.15	0.0297917	14	7	0.029167	13	0.312	0.00130000	18	9	0.0375000	3	0.6	0.00250000	25	75	0.312500	['potatoes', 'salt', 'black pepper', 'red wine vinegar', 'white wine', 'dried parsley', 'dried tarragon', 'celery seeds', 'canola oil']	6	4.83	486725	salad		y	y				0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
french roasted cauliflower with thyme	285468	8	144	8	68.1	0.472917	5	3.25	0.0225694	12	6	0.041667	7	0.168	0.00116667	4	2	0.0138889	2	0.4	0.00277778	2	6	0.041667	['cauliflower florets', 'sweet onion', 'garlic cloves', 'olive oil', 'ground black pepper', 'fresh thyme', 'salt', 'lemon juice']	15	4.8	37449	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
french white bean and cabbage soup	171910	13	253	6	167.2	0.660870	7	4.55	0.0179842	26	13	0.051383	10	0.240	0.00094862	12	6	0.0237154	3	0.6	0.00237154	8	24	0.094862	['olive oil', 'yellow onion', 'carrot', 'garlic cloves', 'green cabbage', 'yukon gold potato', 'cannellini beans', 'vegetable stock', 'dried thyme', 'salt', 'fresh ground black pepper', 'liquid smoke', 'fresh parsley leaves']	6	4.17	37779	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
fresh and light garbanzo salad	66063	11	175	8	143.1	0.817714	3	1.95	0.0111429	4	2	0.011429	6	0.144	0.00082286	9	4.5	0.0257143	1	0.2	0.00114286	8	24	0.137143	['water', 'couscous', 'garbanzo beans', 'tomatoes', 'cucumber', 'purple onion', 'parsley', 'red wine vinegar', 'olive oil', 'oregano', 'black pepper']	4	4.5	67026	salad			y				0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1
fresh asparagus soup	87726	11	214	4	106.5	0.497664	6	3.9	0.0182243	15	7.5	0.035047	27	0.648	0.00302804	11	5.5	0.0257009	3	0.6	0.00280374	4	12	0.056075	['fresh asparagus', 'onion', 'vegetable broth', 'soy margarine', 'all-purpose flour', 'salt', 'ground black pepper', 'plain soymilk', 'soy yogurt', 'lemon juice', 'vegan parmesan cheese']	3	5	67899	soup				y			0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
fresh basil corn salad	64697	7	128	4	242.4	1.893750	19	12.35	0.0964844	30	15	0.117188	9	0.216	0.00168750	10	5	0.0390625	8	1.6	0.01250000	11	33	0.257813	['corn', 'red onion', 'cider vinegar', 'extra virgin olive oil', 'kosher salt', 'fresh ground pepper', 'fresh basil']	18	4.39	60974	salad			y				0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
